gene,module,program,umap1,umap2
ARHGEF1,1,other,3.4012153,3.8065379
ANXA5,0,other,-0.17520513,6.2110558
PPIC,2,other,0.84875035,9.702639
RAN,0,other,-0.99961555,5.5022798
KLF6,19,other,1.5951074,4.39485
CSTB,0,other,-0.72279066,5.9143224
SNRPD2,9,other,-1.2277545,3.8757408
LAP3,18,IFN_alpha,1.1311935,3.2813368
NINJ1,4,other,-0.36299673,7.0674887
ELOB,0,other,-1.5914035,5.164123
SUB1,0,other,-1.1276786,4.701818
MT-CYB,5,other,8.764268,10.882035
AP2S1,0,other,-0.6639101,6.367418
SEC61G,0,other,-1.6408719,5.235151
SAT1,4,other,2.4363544,7.729582
MBNL1,1,other,2.5266664,4.4527245
RAC1,0,other,-0.30879873,6.2085185
EIF4EBP1,0,other,-2.5608814,7.5239043
VAMP5,2,IFN_gamma,1.6501868,8.198164
TFF3,0,other,-3.9332852,8.310644
PARK7,0,other,-1.2882175,5.0998974
OST4,0,other,-1.3320699,4.6935377
CELF2,1,other,3.2084436,4.071533
PKM,0,other,-0.6057104,5.488436
CCNI,9,other,-0.90133584,4.1089272
VMP1,5,other,1.3448669,6.353482
IFI6,18,other,1.0018048,3.080945
NHP2,0,other,-1.9864042,6.5089374
TMEM14C,0,other,-0.3136168,7.364503
SLC25A6,9,other,-1.6990331,3.9358647
LEPROTL1,1,other,3.5452204,3.7057471
IFNGR2,4,other,2.511011,8.135762
EPAS1,6,other,2.7301817,9.437806
BST2,18,IFN_alpha,0.9556127,3.09947
NFIC,0,other,-0.18383281,8.133439
DCXR,0,other,-2.8868577,7.238874
PSMB8,1,IFN_alpha,0.9778107,3.708538
ITGB1,2,other,1.1266241,6.078518
ITM2A,1,other,3.5984604,4.2022405
ENO1,0,other,-0.5631764,5.332888
RPS11,9,other,-1.591962,3.4373884
SOD2,4,IFN_gamma,2.2995253,8.055519
SOD3,2,other,1.0199112,10.004695
EZR,1,other,2.4581525,4.8098803
NFKBIA,19,IFN_gamma,1.6304047,4.358806
KDELR2,15,other,-0.09060104,8.32535
ACTA2,2,other,0.70270205,9.649375
PRRX1,2,other,1.3184998,10.477265
VCAM1,7,IFN_gamma,1.8863264,13.96631
NOP53,9,other,-1.5290027,3.782341
AKR7A3,0,other,-3.9423776,8.220496
LATS2,7,IFN_gamma,1.8585007,14.392032
PPIB,15,other,0.27518526,7.3531785
SH2D2A,1,other,4.5989947,3.499594
CLDN3,0,other,-3.5601354,7.6423593
SLC2A3,19,other,2.2245305,3.8430052
CKS1B,7,G2M,-0.0037047567,15.066539
TAP1,18,IFN_alpha,1.579581,3.5708594
TNFSF10,18,IFN_gamma,0.96751064,3.0164225
RHOH,1,other,3.477437,3.8747513
SLIRP,0,other,-1.7811557,6.7160096
CFD,4,other,2.0065339,8.392533
SELENOW,0,other,-0.8684903,6.87917
CTSC,1,other,2.444759,3.6416326
BTG2,19,other,2.0838223,4.6988616
MT-ATP6,5,other,8.7740135,10.8954525
ACTN1,2,other,1.0887164,9.108056
CCND1,0,other,-3.610926,8.145343
WSB1,5,other,1.504851,5.7417307
FOSB,19,other,1.8856846,4.828742
OAS1,18,IFN_alpha,1.1592394,2.6081522
POMP,0,other,-0.7981705,5.8295255
CD14,4,other,3.0444229,7.792076
MT-ND1,5,other,8.716054,10.852454
HMGN2,0,other,-1.3165615,5.5061016
LAG3,1,other,5.43076,3.5491338
IKZF1,1,other,3.716397,4.232135
HLA-F,1,other,1.5822827,3.8972168
PDGFRB,2,other,1.5549896,10.365226
SAMHD1,4,IFN_gamma,2.100345,4.3857102
SEC61B,0,other,-1.6620232,5.105219
MT-ND4L,5,other,8.829427,10.945917
PLD3,4,other,1.5307815,8.031661
UQCR10,0,other,-1.7170275,5.2003455
ROMO1,0,other,-1.8402952,5.4283676
SOCS1,1,IFN_gamma,3.9604702,3.5960004
HMGN1,0,other,-1.2724923,5.099313
PNISR,5,other,1.5215766,5.428005
MT-ATP8,5,other,8.772275,10.910104
N4BP2L2,5,other,1.767069,5.5685573
PRIM1,7,S_phase,1.2526958,14.996811
UQCRH,0,other,-1.7225899,5.7696233
CIRBP,9,other,0.11131951,4.575953
NDUFB4,0,other,-1.6067598,5.6328745
EGR1,19,other,1.6470736,5.0461874
ITGB7,1,IFN_gamma,3.9388082,3.9416492
PSME2,1,IFN_alpha,0.5641315,3.9727137
RPL27A,9,other,-1.7655253,3.2382655
TXNDC17,0,other,-1.4618832,6.3649096
BRK1,0,other,-1.3258587,5.1452117
SAMD9L,18,IFN_alpha,1.4048593,2.5119703
COL14A1,2,other,1.5385455,10.582116
PLAC9,2,other,1.4457937,10.193296
AHNAK,5,other,1.1131295,5.9423056
GMNN,7,S_phase,0.62914795,15.317881
PCBP2,9,other,-0.98926806,3.908888
TC2N,1,other,3.4302332,4.790061
LPAR6,6,IFN_alpha,2.7051656,9.071608
JUN,19,other,1.6771848,4.639888
GBP4,18,IFN_alpha,1.2802769,2.783251
CALR,15,other,0.40807635,7.7171226
NOD1,7,IFN_gamma,1.7332957,14.670875
AGR2,0,other,-3.8973947,8.066092
ATP5MD,0,other,-1.698861,5.1734476
DAZAP2,1,other,0.27950445,4.086721
SOD1,0,other,-1.355753,5.0655723
CYC1,0,other,-2.0011568,7.466329
IL6ST,5,other,1.4230533,7.130453
DHX58,7,IFN_alpha,1.7083644,14.417537
POLR2L,0,other,-1.717447,5.5328836
VDAC1,0,other,-0.95880115,6.0579023
CENPX,0,other,-2.7255697,7.280819
SERINC2,0,other,-3.7957137,7.8777575
MLPH,3,other,-4.077141,8.525613
PLSCR1,18,IFN_alpha,0.9938714,3.075989
EPCAM,0,other,-4.0616035,7.7573104
CLDN7,3,other,-4.159405,7.757325
SEM1,0,other,-1.3826141,5.2624607
CLEC2D,1,other,4.253977,3.8788588
FLNA,2,other,1.2022644,5.874537
LDHA,0,other,-0.6118654,5.361998
ATP6V1F,0,other,-0.69835633,5.9824076
DSP,0,other,-3.7290225,8.102973
PEBP1,0,other,-1.3431331,5.789427
MT-ND5,5,other,8.725082,10.876703
YWHAB,1,other,0.07260479,4.3184814
PPA1,0,other,-1.4894575,6.620683
IER2,19,other,1.8460927,4.7933884
NR4A2,19,other,2.5974767,4.531077
ITM2C,15,other,4.7986584,3.4478571
IRF7,18,IFN_alpha,1.287591,2.657666
PNRC1,19,other,1.4129398,4.349295
JPT1,0,other,-1.7837052,6.386764
TGFBI,4,other,2.624945,8.016174
COX7B,0,other,-1.7528061,5.3912973
USP18,18,IFN_alpha,1.3691924,2.2727726
PARP14,18,IFN_alpha,1.2000527,2.8070576
PPP1CA,1,other,0.15306763,4.3278403
MT-CO2,5,other,8.791055,10.887144
EIF3H,9,other,-2.0217052,4.080827
PRDX5,0,other,-1.2621791,6.1337714
CYR61,2,other,1.0092804,10.228769
SNRPG,0,other,-1.6532713,5.462531
CD44,1,other,2.4376411,3.780248
NAMPT,4,IFN_gamma,2.8678625,7.829248
ARPC1B,1,other,1.4271989,4.057617
EIF4E3,7,IFN_gamma,1.6025323,14.65912
MCL1,19,other,1.5677269,4.602266
CALU,15,other,0.14760232,9.240686
IRF9,7,IFN_alpha,1.689705,14.601981
PRDX2,0,other,-1.6710511,6.0132303
H2AFZ,0,other,-1.55861,6.0883393
UQCR11,0,other,-1.7541585,4.9030213
TIMM13,0,other,-2.0275307,6.95375
MYL6,0,other,-0.4822405,4.439186
PTMA,9,other,-1.6801372,2.5105445
ST3GAL5,7,IFN_gamma,2.015436,14.793069
ATAD2,7,S_phase,0.42754272,15.143683
RPS20,9,other,-1.9338727,3.1851048
MLF2,0,other,-1.3681628,7.2330933
OCIAD2,1,other,2.4946492,4.577189
PRDX3,0,other,-0.96697867,6.615716
CDKN2A,11,other,-2.6453328,9.204225
NDUFS5,0,other,-1.5617803,5.174508
TAGLN2,0,other,-0.571697,5.224652
HERC6,7,IFN_alpha,1.696999,14.504061
TIPIN,7,S_phase,1.276634,14.954316
TPM3,1,other,0.42408738,4.0303507
SERF2,0,other,-1.1242937,4.3301525
MT-CO1,5,other,8.776606,10.861771
NDUFAB1,0,other,-1.6991835,6.0583487
AUTS2,7,IFN_gamma,1.512453,14.8284855
ZFP36L1,19,other,1.1752689,4.660323
PARP8,1,other,4.1145906,4.4234285
MRPL51,0,other,-1.8298106,6.4975624
S100A10,0,other,0.10178495,5.2858496
PSMA7,0,other,-0.9432911,5.256487
EIF3F,9,other,-1.5666045,3.7764995
FKBP2,15,other,0.22623368,8.008554
PTTG1IP,2,other,0.9912437,8.178856
ABRACL,1,other,0.35039255,4.3431964
CRYAB,11,other,-1.7910656,9.96351
CNBP,9,other,-0.70339125,4.2563553
PLA2G16,0,other,-3.3067844,7.6769943
MMP14,2,other,0.9008383,10.740691
HSP90AB1,0,other,-0.34865963,5.355079
ARHGAP15,1,other,3.9198399,4.4893165
TMEM258,0,other,-1.3081844,5.067362
NCF1,4,other,3.4493437,6.647235
ETS1,1,other,3.4711938,4.449359
FUS,5,other,1.2714527,5.262642
RHOG,1,other,2.2402167,3.979104
RBM3,9,other,-1.5119367,4.2716646
TACC3,7,G2M,0.17449763,15.293059
ENY2,0,other,-1.4310778,6.681313
MSH2,7,S_phase,1.2627239,14.874188
RNASET2,4,other,3.0335002,6.6140003
PRR13,1,other,0.091517776,4.085447
EIF3E,9,other,-2.041495,3.9003832
COL15A1,6,other,2.5834825,9.274397
PGAM1,0,other,-0.5755807,5.401556
PDE4B,1,IFN_gamma,3.4610608,4.113765
SP100,1,other,1.8928047,3.4454968
MACF1,5,other,1.7483428,6.094697
TALDO1,0,other,-0.78286034,6.268673
ICAM1,7,IFN_gamma,2.4494991,13.844963
TMBIM6,15,other,0.5393663,6.957139
OAS2,18,IFN_gamma,1.3433764,2.476078
MT-ND2,5,other,8.731724,10.875614
NDUFB9,0,other,-1.7889739,5.8283396
NCAPD2,7,G2M,0.4195388,15.378738
MT-ND4,5,other,8.671516,10.809169
HCFC1R1,2,other,0.16662964,8.683334
ID2,1,other,4.528637,3.1973097
HMGA1,0,other,-2.2377677,7.3277445
PRDX6,0,other,-1.4013878,6.219273
LSM4,0,other,-2.2649667,6.808717
RGS10,1,other,2.0243251,4.088198
BANF1,0,other,-1.6616858,6.139962
MSN,1,other,1.1012915,4.2024293
C1orf43,0,other,-1.3695948,6.4692063
MTRNR2L12,5,other,8.665231,10.819227
SRSF7,5,other,1.2373487,5.138081
CARD16,1,other,2.4358943,3.3945568
GYPC,1,other,2.328947,3.8701913
OAS3,18,IFN_gamma,1.2777754,2.4215422
S100A6,1,other,0.34512907,5.1038337
TRIM22,18,other,1.4812284,2.9109051
ERH,0,other,-1.2137146,5.70988
SLC25A3,0,other,-1.140475,5.439289
RPL36A,9,other,-1.8441681,3.416852
ARF4,15,other,-0.23712419,8.598855
ATP6V0C,4,other,0.5115321,6.983494
PDIA6,15,other,0.45317334,7.902382
IL18BP,7,IFN_gamma,2.182253,14.077452
RCN1,2,other,0.36306795,9.00379
HLA-G,7,IFN_gamma,2.2281466,14.59516
EIF3K,9,other,-1.1941079,3.7219546
KIF20B,7,G2M,0.30764052,15.370654
SRP9,0,other,-1.5181298,5.5876575
TMEM59,15,other,0.47165206,7.0488434
PSMB5,0,other,-1.1361835,7.516317
SKP1,0,other,-0.79788387,4.6910486
NDUFC1,0,other,-1.5489343,5.8587904
EIF5A,0,other,-1.3754865,5.626323
UBB,0,other,-0.60707474,4.5311713
RPL17,9,other,-1.7541178,3.556143
EDF1,0,other,-1.1889696,4.70429
LY6E,1,IFN_alpha,0.873789,3.6663568
UQCRB,9,other,-1.8946432,3.26101
LRRFIP1,1,other,1.437769,4.719306
TGFBR2,6,other,2.2436647,8.983123
CYB5R3,2,other,0.7758986,8.778056
ACTB,1,other,-0.27221212,3.7720308
ATP6V1G1,0,other,-1.4381506,4.6173744
ATP5F1C,0,other,-1.1080031,5.9533644
PLEC,5,other,1.4355556,6.5134163
LGMN,4,other,2.2900965,8.109512
PSMB10,1,IFN_gamma,1.2524077,3.7538097
NKTR,5,other,2.0415587,5.985288
IFI44,18,IFN_alpha,1.1587774,2.4707901
CRTAP,2,other,1.0772023,8.97962
C12orf57,9,other,-1.0746055,4.2191243
LAMTOR2,0,other,-0.7070791,6.780546
CCT5,0,other,-1.6978748,7.4766426
PYCARD,4,other,2.6863801,7.0129476
CLTA,0,other,-0.6810744,6.209414
GZMH,1,other,5.0271206,3.3173754
ANKRD12,5,other,2.4869704,4.6616893
MX2,18,IFN_gamma,1.3500262,2.5575454
PDIA3,15,other,0.4809082,7.4879484
ATP5MC1,0,other,-1.9822305,6.0928106
ANXA1,1,other,0.67207015,4.745054
SH3BGRL,0,other,-0.81199694,4.9994626
RBM39,5,other,1.5007933,5.422259
CKS2,7,G2M,-0.0474563,15.124605
MYH9,2,other,1.2355494,5.601376
RTN4,4,other,1.0435632,7.8262553
ACTG1,9,other,-0.47247157,4.0887737
BSG,15,other,0.5173061,7.697059
TSPO,0,other,-0.9957561,5.5853
CLEC2B,1,other,4.5018415,3.130511
RANBP1,0,other,-1.7611805,6.2979436
LYPLA1,0,other,-2.8392594,8.145243
SRSF5,5,other,1.4537009,5.2417192
CALM2,0,other,-0.9058988,5.473151
EID1,2,other,-0.09732294,5.5472426
PTPN7,1,other,4.3522286,3.4743607
CD6,1,other,4.475081,4.2938128
CCND3,1,other,3.2437627,3.7449293
STAT1,18,IFN_alpha,1.2241696,2.87075
ARID5B,1,IFN_gamma,2.949666,5.2705584
CNN2,1,other,2.2957022,4.157342
TUBB4B,0,G2M,-1.3444203,7.59464
SSR4,15,other,0.16638103,7.450566
OSTC,15,other,-0.0094103385,8.155625
CALML5,0,other,-3.2848647,7.8594975
IFIH1,18,IFN_alpha,1.3682792,2.3167698
PHPT1,0,other,-0.72138524,7.0824723
SNX3,0,other,-0.54054767,6.1351047
LHFPL6,2,other,1.7172681,10.09569
RAPGEF6,7,IFN_gamma,1.4287279,14.71962
GNAI2,4,other,1.8413738,7.691119
SDCBP,4,other,1.9093229,7.661882
TKT,0,other,-0.6190439,6.609655
SAMD9,18,IFN_alpha,1.5508639,2.399083
TCEAL4,0,other,-0.6417712,7.954507
ZFAS1,9,other,-1.961476,3.678903
RTP4,7,IFN_alpha,1.7463329,14.420135
HELZ2,18,IFN_alpha,1.429736,2.2273827
HSPA5,15,other,0.43131012,7.9858747
CASP8,1,IFN_alpha,3.8930085,4.404578
APBB1IP,1,other,3.1418698,3.8510842
SLA,1,other,4.204719,3.5581434
BATF,1,other,4.878393,3.67109
HSP90AA1,0,other,0.0232452,5.185243
YWHAZ,1,other,-0.06972333,4.3325834
HNRNPA2B1,5,other,0.48441032,5.098286
IMPDH2,0,other,-1.1127619,7.232462
DNAJB1,1,other,2.0056422,4.6501822
S100A8,4,other,3.4255033,7.911994
CCT3,0,other,-1.7360908,7.4449105
POLD3,7,S_phase,0.984415,15.054558
NDUFA1,0,other,-1.5511906,4.981094
PCBD1,0,other,-2.3484378,7.2312317
CAP1,1,other,0.59606653,4.068797
CANX,15,other,0.73289436,7.8670874
ATP5F1B,0,other,-0.94657433,6.1805115
GCH1,7,IFN_gamma,1.8302437,14.388883
NDUFB11,0,other,-1.5497851,5.036952
NDUFS6,0,other,-1.92385,5.896714
DDX58,18,IFN_gamma,1.336198,2.225659
STAT2,18,IFN_alpha,1.1811473,2.7597685
EIF3L,9,other,-1.8498201,3.8682842
NDUFS8,0,other,-1.9391559,5.943412
HMGB1,0,other,-0.4319739,4.4095855
ICAM3,1,other,3.6914845,3.7168746
IRF1,1,IFN_alpha,2.2779617,3.4940896
CD79A,16,other,4.452855,7.0915923
ESR1,3,other,-3.8871577,8.742381
RPL23,9,other,-1.7165233,3.4907477
TMSB10,9,other,-1.3038487,2.7229471
RBX1,0,other,-1.2886013,5.3828955
UBE2L6,18,IFN_alpha,0.9332294,3.1884465
AURKAIP1,0,other,-2.0295224,5.976078
BCL2A1,4,other,3.2971132,7.8560863
SELENOS,15,other,0.2959764,8.226089
NDUFB7,0,other,-1.7897023,6.0187545
PRELID1,0,other,-1.3150533,5.292289
GSTK1,1,other,1.5393145,3.9734669
ELOC,0,other,-1.7887751,6.5220795
ARGLU1,5,other,1.729355,5.7303376
PIM1,1,IFN_gamma,3.7171004,3.7332861
CSRP1,2,other,0.59118915,9.399083
IFI16,18,other,1.2503983,3.3178878
SIT1,1,other,3.9716194,3.521586
ATP5MPL,0,other,-1.8583381,5.2050433
SMS,0,other,-2.3173325,7.355948
PMP22,2,other,1.4677742,9.834957
LUC7L3,5,other,1.7507911,5.9978194
SNRPD1,0,other,-1.8458176,6.2406635
RPN2,15,other,0.45138267,7.900921
PAXX,1,other,3.083578,3.7687125
HSPA1A,0,other,0.25009635,6.341951
STOM,2,other,1.9379418,8.948395
KDELR1,15,other,0.0030744663,7.931117
LMAN1,15,other,0.3087048,8.377044
SERP1,0,other,-1.5972251,4.6112514
TTC3,5,other,0.1446999,7.9355717
CXCL13,1,other,5.342835,3.5980155
IGKC,8,other,0.0922391,12.551659
ZYX,1,other,0.7603455,4.1573887
ARL6IP5,1,other,0.8931614,4.231122
GBP5,1,other,2.8596323,3.4688637
YWHAQ,0,other,-1.0920388,5.605109
CRABP1,12,other,-2.9401798,9.308353
DDIT4,19,other,1.8139164,3.890322
FCMR,1,other,3.6366084,4.5811405
TMED10,15,other,0.25192058,7.8270993
MIEN1,0,other,-2.8656077,7.012582
H2AFY,4,other,-0.12361112,6.8831463
POLR2K,0,other,-2.2581677,6.9633408
ERGIC3,15,other,-0.13729145,8.100928
ANKRD30A,3,other,-3.6374562,8.511039
CASP1,18,IFN_alpha,2.0319848,3.083874
KRTCAP2,15,other,0.24357307,7.1386695
PRKCH,1,other,3.9475722,4.127066
MTHFD2,0,IFN_gamma,-2.314812,7.572299
CDKN1A,4,IFN_gamma,2.4643226,7.7617173
TENT5A,7,IFN_alpha,1.806444,14.01894
SMCHD1,1,other,3.2998765,4.5099564
S100P,0,other,-3.2226822,8.212618
HNRNPDL,5,other,0.70995307,4.92496
MCM6,7,S_phase,0.8347812,15.174789
RPS17,9,other,-1.935431,3.3973217
TUBA1C,0,other,-0.9834423,7.064272
DAD1,15,other,0.25629804,7.372796
MT2A,1,IFN_gamma,-0.16953933,7.5278254
PGK1,1,other,-0.4922896,5.268031
ILF2,0,other,-1.6964222,7.2580647
TMED9,15,other,0.38019392,8.036216
ATP6AP1,4,other,0.7900388,7.468088
ATP5ME,0,other,-1.8816305,5.173236
RAB2A,0,other,-0.38052487,7.863021
SNHG8,9,other,-2.100943,3.775493
FLOT1,5,other,0.64541686,7.665576
TRIM5,7,IFN_alpha,1.6537476,14.517671
JAK1,1,other,2.1757107,4.0609984
NLRC5,7,IFN_gamma,3.8583446,4.8054347
PDCD5,0,other,-1.8898344,6.5228753
ARRB2,1,other,2.7601461,4.1441703
SNU13,0,other,-1.5712993,5.218406
SELENOH,0,other,-1.5672084,4.9306936
TUBA4A,1,other,3.558115,3.6999786
MEF2C,16,other,4.2553215,7.2491612
TRPS1,3,other,-3.4500651,8.258827
WDR83OS,0,other,-1.2414345,4.9704003
TMED3,15,other,-0.76324534,8.63663
CCT6A,0,other,-1.3371203,7.1371193
AKR1A1,4,other,-0.18722636,6.7967877
SF3B6,0,other,-1.7788427,5.9235225
GUK1,0,other,-1.4820068,4.923511
ATP5F1D,0,other,-1.3760772,4.7150054
NAA38,0,other,-1.0672144,6.878531
ADAM15,6,other,2.718546,9.232983
CKAP2,7,G2M,0.2518085,15.328606
NDUFA6,0,other,-1.5695647,5.4499907
ARF1,0,other,-0.98278093,5.2043023
MDH2,0,other,-1.2132225,6.2545333
ARF5,0,other,-1.1446347,5.1620555
APRT,9,other,-1.3061161,3.7716346
UBR7,7,S_phase,1.2794861,14.85131
NUCKS1,0,other,-0.5498641,7.4863567
GADD45B,19,other,1.7315431,4.9124284
PSMB3,0,other,-0.8806085,5.9277377
TCEA1,0,other,-1.9485009,5.5665474
HIGD2A,9,other,-1.0511178,4.0690117
PPP1R15A,19,other,1.9778763,4.7180758
PCBP1,0,other,-0.638202,5.3730907
TMED2,15,other,0.12030185,8.002253
EML4,1,other,3.0097203,4.2963743
TMEM219,0,other,-0.765254,6.535578
NDUFB10,0,other,-1.7624227,5.432958
TRIR,9,other,-0.8038642,4.0507326
CD46,5,other,1.576168,6.5783
SPCS1,15,other,0.06503949,7.2318854
RRM1,7,S_phase,0.6541594,15.110748
NDUFV2,0,other,-1.3054277,5.5770817
PHB2,9,other,-1.7171975,4.350726
PALLD,2,other,0.9020669,10.510966
PDCD4,1,other,2.8800905,4.687418
JAK2,7,IFN_gamma,1.8617446,14.461138
UQCC2,0,other,-2.4007995,7.2000837
PLTP,4,other,1.9880127,8.498426
HNRNPF,0,other,-0.15561867,4.7223144
PSMB6,0,other,-0.9919128,5.9925632
ATP6V0E1,15,other,0.39137456,6.636907
SLPI,0,other,-3.1165023,8.2575655
SRRM2,5,other,1.3663641,6.1918116
PSMD8,0,other,-1.1165823,6.2269545
GCSH,11,other,-2.286768,9.776735
CLDN5,6,other,3.1793106,9.5696125
DRAP1,1,other,0.29410583,3.932999
HNRNPK,0,other,-0.096555255,4.944783
WARS,18,other,1.2081145,3.0646284
PHB,0,other,-1.9770669,7.2970448
CTLA4,1,other,5.0785255,3.7663696
ID1,6,other,2.8104455,9.2391615
MTDH,15,other,0.44218737,7.7203074
SEC11C,8,other,0.19822283,8.337398
STC2,0,other,-3.5906549,8.084019
C19orf53,0,other,-1.46998,4.787581
ADGRL4,6,other,3.0413249,9.363791
FAM49B,1,other,2.511925,3.9347405
UPP1,4,IFN_gamma,2.4006743,13.715194
RPS27L,0,other,-1.0925897,5.2676954
SF1,5,other,1.4222453,5.286569
AKAP9,5,other,1.6896043,6.006108
PGRMC1,0,other,-0.6373871,8.548645
UBC,1,other,-0.09404505,4.522239
ARPC5,1,other,0.25793344,4.2271175
TNFRSF1B,1,other,4.6524434,3.6491253
HMGB2,7,G2M,-0.093088485,14.774567
ATP5IF1,0,other,-1.3009186,4.819727
IL15RA,7,IFN_gamma,1.971687,14.197324
SSR3,15,other,0.121142924,8.14631
ARHGAP29,6,other,2.7735133,9.428501
JCHAIN,8,other,0.1435873,12.374607
RPN1,15,other,0.40859944,7.84439
UNG,7,S_phase,0.95880836,15.06793
DDX60,18,IFN_alpha,1.4607308,2.2211099
PARP12,18,IFN_alpha,1.3828951,2.255968
HOPX,1,other,4.804585,3.0757182
TRMT112,0,other,-1.0956023,4.755534
RFC2,7,S_phase,1.0486027,14.917247
LAMTOR1,0,other,-0.8282834,6.1334352
BHLHE40,5,other,1.3179408,6.539357
TMEM140,7,IFN_alpha,1.859475,14.302298
C1QBP,0,other,-1.4768796,6.4588733
PIK3IP1,1,other,4.4814324,4.4027324
CSF1,7,IFN_alpha,1.9134241,13.952975
SNRPB,0,other,-0.98944885,5.546069
PFDN2,0,other,-1.863558,6.6009874
DOCK8,1,other,3.3050737,4.270063
FASN,0,other,-3.744286,8.037961
MCM5,7,S_phase,0.61080915,14.994157
AK2,0,other,-1.668163,7.6973557
EFEMP2,2,other,1.2516739,11.06951
TBCA,0,other,-1.7878506,5.3417635
ARPC1A,0,other,-1.3397584,7.5112047
MORF4L2,0,other,-0.79353344,8.223587
COMT,4,other,0.27156702,7.198444
PPP1R2,1,other,3.2213948,3.975748
BCAP31,15,other,0.68492955,7.539057
IDH2,0,other,1.8838184,4.6777573
MRPL52,0,other,-2.0290344,5.9546404
ACTR3,1,other,0.6555305,4.085891
ACP5,4,other,3.1883526,7.010765
C8orf59,0,other,-1.953075,5.5254884
SRSF11,5,other,1.6070263,5.5807176
GNB2,0,other,-1.3953848,4.9214673
SNRPF,0,other,-1.9751792,6.1906543
PUF60,0,other,-2.1551168,7.9322734
DPT,2,other,1.4798015,10.683555
NAXE,0,other,-2.771967,7.5941825
PDLIM5,2,other,1.2816347,9.147889
IFI35,18,IFN_alpha,1.1710104,2.709494
CMTR1,7,IFN_alpha,1.5187433,14.613713
CCT2,0,other,-1.7042282,7.429216
ASPH,15,other,0.14429599,8.935015
ST8SIA4,7,IFN_gamma,2.1161187,14.046604
SEPT9,1,other,2.6780534,4.198757
GTF2I,5,other,1.2617799,6.628319
TAGAP,1,other,3.5364337,4.4550266
RGCC,1,other,2.3490427,3.9624302
PPP2R5C,1,other,3.9527237,4.0646544
LST1,4,other,3.1878686,7.7528024
POLR2I,0,other,-2.0087066,7.073713
HIST1H4C,9,other,-1.2487171,3.4493122
IGF1,2,other,1.5771047,10.567229
PPT1,4,other,0.90310097,7.348407
NR3C1,1,other,3.0975542,4.2609057
ENSA,0,other,-2.6675758,7.05775
WAS,1,other,3.1166532,3.9903748
PCNA,7,S_phase,0.41224813,15.001847
NOP10,0,other,-1.0824805,5.4804783
SPTAN1,5,other,1.7526197,6.1855063
AKAP13,1,other,2.5689633,4.332394
SOCS3,19,IFN_gamma,2.3383086,7.645357
NUP93,7,IFN_gamma,1.3897191,14.826305
SELPLG,1,other,3.9367726,3.858312
FIS1,0,other,-0.98083955,6.776994
