complex_id	gene
997	AXIN1
997	APC
997	CTNNB1
998	TUBG1
998	APC
998	IQGAP1
998	TUBA1A
999	APC
999	IQGAP1
999	RAC1
1000	APC
1000	IQGAP1
1000	CDC42
1001	CCNE1
1001	CDK2
1001	CDKN1B
1001	CKS1B
1001	RBX1
1001	SKP1
1001	SKP2
1001	CUL1
1002	TGFB3
1002	TGFBR2
1003	TGFB1
1003	TGFBR2
1004	TGFB1
1004	TGFBR1
1004	TGFBR2
1005	TGFB3
1005	TGFBR1
1005	TGFBR2
1006	TGFB1
1006	TGFBR1
1006	TGFBR2
1007	HSP90AB1
1007	TARBP2
1007	AGO2
1007	DICER1
1008	PSMG4
1008	PSMG3
1009	PSMG1
1009	PSMG2
1010	ITGB1
1010	SLC7A8
1011	CKS1B
1011	RBX1
1011	SKP1
1011	SKP2
1011	CUL1
1012	FOXH1
1012	SMAD4
1012	SMAD2
1013	FOXH1
1013	SMAD2
1014	EEF1E1
1014	EPRS
1014	DARS
1014	IARS
1014	QARS
1014	RARS
1014	MARS
1014	AIMP1
1014	AIMP2
1014	KARS
1014	LARS
1015	TGFBR2
1016	BMP2
1016	BMP4
1016	BMPR1A
1017	NCOR1
1017	SKI
1017	HDAC1
1017	SIN3A
1018	POU2F2
1018	POU2F1
1018	NFKB1
1018	YY1
1018	RELA
1019	YY1
1019	RELB
1020	RBBP4
1020	HDAC1
1020	RBBP7
1020	HDAC2
1020	SIN3A
1021	MAX
1021	MXD1
1022	MYC
1022	MAX
1023	HDAC1
1023	HDAC2
1023	SIN3A
1024	MXD1
1024	HDAC2
1024	SIN3A
1025	NOP56
1025	RSL1D1
1025	SLC25A5
1025	RPLP1
1025	RPLP2
1025	RPLP0
1025	NPM1
1025	RPS17
1025	HNRNPA1
1025	TOP1
1025	EEF2
1025	RPS2
1025	HIST1H1D
1025	RPL35A
1025	RPL7
1025	RPL17
1025	NCL
1025	FBL
1025	RPS12
1025	U2AF2
1025	RPL13
1025	RPL10
1025	RPL12
1025	RPL9
1025	RPL22
1025	RPL4
1025	SRP14
1025	RPL3
1025	RPL13A
1025	RPL35
1025	RPL27A
1025	RPL5
1025	RPL21
1025	RPL28
1025	RPS9
1025	RPL29
1025	TUFM
1025	RPL14
1025	HNRNPM
1025	NAP1L1
1025	SNU13
1025	RPS3A
1025	RPL26
1025	RPL15
1025	RPL27
1025	RPL37A
1025	RPS7
1025	RPS8
1025	RPS15A
1025	RPS16
1025	RPS14
1025	RPS23
1025	RPS18
1025	RPS29
1025	RPS13
1025	RPS11
1025	RPL7A
1025	ACTA2
1025	RPL23A
1025	RPS6
1025	RPL23
1025	RPS15
1025	RPS24
1025	RPL30
1025	RPL39
1025	RPL31
1025	RPL10A
1025	RPL32
1025	RPL11
1025	RPL8
1025	ACTG2
1025	YBX1
1025	EEF1A1
1025	RPL24
1025	RPL36A
1025	RPL19
1025	HNRNPU
1025	U2AF1
1025	RPL18A
1025	RPL6
1025	RPL18
1025	DHX9
1025	ILF2
1025	ILF3
1025	TCOF1
1025	PWP1
1025	NOLC1
1025	SCYL2
1025	TUBA1A
1025	BRIX1
1025	H1FX
1025	SRPK1
1025	EBNA1BP2
1025	HIST1H2BM
1025	MYBBP1A
1025	GNL3
1025	TUBB1
1025	DDX21
1025	RBM28
1025	LYAR
1025	IGF2BP1
1025	NOP58
1025	LUC7L2
1025	RPL36
1026	DGCR8
1026	DROSHA
1027	ITGA10
1027	ITGB1
1028	ITGB1
1028	ITGA11
1029	COL1A1
1029	ITGB1
1029	ITGA11
1030	CCNC
1030	POLR2A
1030	GTF2F1
1030	CDK8
1030	SMARCA2
1030	SMARCB1
1030	MED21
1031	POLR2A
1031	SMARCB1
1031	CREBBP
1031	KAT2B
1032	TBP
1032	CCNC
1032	POLR2A
1032	GTF2E1
1032	GTF2H1
1032	GTF2F1
1032	CDK8
1032	SMARCA2
1032	GTF2B
1032	SMARCB1
1032	MED21
1032	DRAP1
1032	PCSK4
1032	SMARCC2
1032	SMARCC1
1032	SMARCD1
1033	ACTL6A
1033	CCNC
1033	CDK8
1033	SMARCB1
1033	MED21
1033	SMARCC2
1033	SMARCC1
1033	SMARCE1
1033	SMARCD1
1034	ERCC3
1034	CCNC
1034	POLR2A
1034	GTF2F1
1034	CDK8
1034	SMARCA2
1034	SMARCA4
1034	GTF2B
1034	SMARCB1
1034	MED21
1034	GTF2H3
1034	CREBBP
1034	KAT2B
1035	CCNC
1035	GTF2F1
1035	CDK8
1035	CCNH
1035	SMARCB1
1035	MED21
1035	SMARCC2
1035	SMARCC1
1036	CHTF8
1036	RFC4
1036	RFC2
1036	RFC5
1036	RFC3
1036	CHTF18
1036	DSCC1
1036	POLH
1037	MAEA
1037	ARMC8
1037	RANBP9
1037	RMND5A
1037	MKLN1
1038	KMT2D
1038	KDM6A
1038	WDR5
1038	NCOA6
1038	KDM6B
1038	PPP6R3
1038	PAXIP1
1038	N4BP2
1038	PROSER1
1038	KMT2C
1038	ASH2L
1038	ZNF281
1039	NCL
1039	DGCR8
1040	ILF3
1040	DGCR8
1041	ILF3
1041	XPO5
1042	HNRNPR
1042	HSPA5
1042	DDX5
1042	NCL
1042	HNRNPH1
1042	FUS
1042	HNRNPU
1042	DHX9
1042	ILF3
1042	DGCR8
1042	DDX17
1043	CDK4
1043	CCND1
1044	CDK4
1044	CCND2
1045	CDK4
1045	CCND3
1046	CCND1
1046	CDK6
1047	CCND2
1047	CDK6
1048	CCND3
1048	CDK6
1049	TOMM40
1049	APP
1050	TIMM23
1050	APP
1051	ITGB4
1051	ITGA6
1051	SHC1
1051	GRB2
1052	SMN1
1052	SMN2
1052	TIMM50
1053	COIL
1053	TIMM50
1054	XRCC6
1054	XRCC5
1054	ADAR
1054	PRKDC
1054	HDLBP
1054	DHX9
1055	ITGB3
1055	ITGAV
1055	SLC3A2
1056	NRP1
1056	ITGB1
1057	ITGAV
1057	P2RY2
1057	GNA12
1058	ITGB1
1058	SPP1
1058	ITGA9
1059	ITGB1
1059	ITGA5
1059	SPP1
1060	ITGB3
1060	ITGA2B
1060	ICAM4
1061	VTN
1061	ITGAV
1061	ITGB5
1062	GEMIN2
1062	SNRPB
1062	SNRPE
1062	SNRPD1
1062	SNRPD2
1062	SNRPD3
1062	SMN1
1062	SMN2
1063	POU2F1
1063	TLE1
1063	POU2AF1
1064	POU2F2
1064	TLE4
1065	TLE2
1066	TLE1
1066	TLE2
1067	TLE1
1068	HIST1H3A
1068	TLE1
1069	PSEN1
1069	APH1B
1069	NCSTN
1069	PSENEN
1070	STAT6
1070	DHX9
1070	SND1
1071	POU2F1
1071	POU2AF1
1072	PIK3R1
1072	PIK3CA
1073	NPM1
1073	PARP1
1073	NCL
1073	HSPA4
1073	TOP2B
1073	TLE1
1073	NONO
1073	RAD50
1074	PARP1
1074	SRC
1074	POLR2A
1074	HIST1H4A
1074	HIST1H3A
1074	HES1
1074	NONO
1074	CREBBP
1074	KAT2B
1075	AKT2
1075	SH3RF1
1076	RAMP2
1076	CALCRL
1077	RAMP3
1077	CALCRL
1078	PARP1
1078	SRC
1078	POLR2A
1078	CAMK2D
1078	HES1
1078	NONO
1078	CREBBP
1078	KAT2B
1079	GRB2
1079	SOS1
1080	TLE1
1080	RBBP4
1080	HDAC1
1080	SIN3A
1080	NKX3-1
1080	HIPK2
1081	TLE1
1081	NKX3-1
1082	PRDX1
1082	SRXN1
1083	GNAQ
1083	RHOA
1083	ARHGEF25
1084	DLL1
1084	NOTCH2
1085	CTNNB1
1085	TCF7L2
1086	RBPJ
1086	HDAC1
1086	NCOR2
1087	PRL
1087	PRLR
1088	PFN1
1088	RAP1A
1088	APBB1IP
1089	PFN1
1089	APBB1IP
1090	VASP
1090	APBB1IP
1091	PRLR
1092	F10
1092	F7
1092	TFPI
1092	F3
1093	TLE1
1093	HESX1
1094	AXIN1
1094	APC
1094	CTNNB1
1094	GSK3B
1095	SIN3B
1095	HDAC1
1095	HDAC2
1095	SIN3A
1095	HESX1
1095	NCOR2
1096	AXIN1
1096	DAXX
1097	AXIN1
1097	TP53
1097	DAXX
1098	TP53
1098	NUMB
1098	MDM2
1099	SH3KBP1
1100	BLNK
1100	SH3KBP1
1101	CBL
1101	SH3KBP1
1102	USP1
1102	WDR48
1103	GNA14
1103	ARHGEF1
1104	CREB1
1104	LMO4
1105	FHL2
1106	PDGFRA
1106	PTPN11
1107	FHL3
1108	FHL5
1109	GRB2
1109	PTPN11
1110	FHL3
1110	FHL2
1111	FHL2
1111	FHL5
1112	CREB1
1112	FHL2
1113	CREB1
1113	FHL3
1114	CREB1
1114	FHL5
1115	STX11
1115	FHL5
1116	SKI
1116	SKIL
1116	SMAD4
1117	SKI
1117	SMAD2
1118	SKI
1118	SMAD3
1119	SKI
1119	SMAD4
1120	NCOR1
1120	SKI
1120	SMAD2
1121	NCOR1
1121	SKI
1121	SMAD3
1122	NCOR1
1122	SKI
1122	SMAD4
1123	LIN7A
1123	CASK
1123	APBA1
1123	DLG1
1124	LIN7A
1124	CASK
1125	CASK
1125	DLG1
1126	KLRK1
1126	ULBP1
1126	HCST
1127	IL6ST
1127	CDK9
1128	EPS15
1128	STON2
1129	FOXH1
1129	SMAD4
1129	TGIF1
1129	SMAD2
1130	FOXH1
1130	SMAD4
1130	HDAC1
1130	TGIF1
1130	SMAD2
1131	SCAMP3
1131	SCAMP1
1131	SCAMP2
1132	HDAC1
1132	SIN3A
1132	HEY2
1132	NCOR2
1133	RB1
1133	SMARCA4
1133	HDAC1
1134	DLL1
1135	DLL1
1135	PSEN1
1135	NCSTN
1135	APH1A
1135	PSENEN
1136	GEMIN2
1136	GEMIN4
1136	SMN1
1136	SMN2
1136	GEMIN5
1136	DDX20
1137	GEMIN4
1137	GEMIN5
1137	DDX20
1138	GEMIN6
1138	GEMIN7
1138	STRAP
1139	GEMIN2
1139	SMN1
1139	SMN2
1139	GEMIN5
1140	NAIP
1141	BAX
1142	COG7
1142	COG8
1142	COG5
1142	COG6
1143	COG7
1143	COG5
1144	COG1
1144	COG8
1145	COG2
1145	COG3
1145	COG4
1146	COG7
1146	COG5
1146	COG6
1147	COG2
1147	COG1
1147	COG3
1147	COG8
1147	COG4
1148	COG7
1148	COG1
1148	COG8
1148	COG5
1148	COG6
1149	XRCC6
1149	H2AFX
1149	DHX9
1150	NR3C2
1150	UBE2I
1150	NCOA1
1151	HGS
1151	STAM2
1151	RIN1
1152	STAM2
1152	EGFR
1152	RIN1
1153	BMP2
1153	CHRDL2
1154	BMP2
1154	CHRDL2
1154	TWSG1
1155	PCNT
1155	TUBGCP3
1155	TUBGCP2
1156	SKI
1156	SMAD4
1156	SMAD2
1157	SKI
1157	SMAD3
1157	SMAD4
1158	SMAD2
1158	CREBBP
1159	SMAD3
1159	CREBBP
1160	SMAD4
1160	SMAD2
1160	CREBBP
1161	SMAD3
1161	SMAD4
1161	CREBBP
1162	PDCL
1162	DNAJC14
1163	ADRB2
1164	AKT1
1164	TCL1A
1165	AKT2
1165	TCL1A
1166	TCL1A
1167	E2F1
1167	TFDP1
1167	GABPB2
1168	SRF
1168	GATA4
1168	MYOCD
1169	RAB11A
1169	RAB11FIP1
1170	SKI
1170	SMAD3
1170	HDAC1
1170	SIN3A
1171	SKIL
1171	SMAD3
1171	SMURF2
1172	MTOR
1172	RICTOR
1172	MAPKAP1
1172	MLST8
1173	CLPP
1174	CLPX
1175	CLPX
1175	CLPP
1176	ACTN1
1176	PARVB
1177	BACE1
1177	PAWR
1178	ARNT
1178	EPAS1
1178	IKBKG
1179	RBX1
1179	SKP1
1179	CUL1
1180	XRCC6
1180	XRCC5
1180	WRN
1181	SMAD6
1181	HOXC8
1182	SMAD6
1182	HOXA9
1183	CTNNB1
1183	CTNNAL1
1184	CTNNA1
1184	CTNNB1
1185	AXIN1
1185	TSC2
1185	GSK3B
1185	TSC1
1186	HSP90AA1
1186	CALM1
1186	CAL
1186	FKBP8
1187	DNM1L
1187	FIS1
1188	NR3C1
1188	HNRNPU
1189	EIF3G
1189	EIF3B
1189	EIF3I
1189	EIF3A
1190	EIF3G
1190	EIF3B
1190	EIF3I
1190	EIF3A
1190	EIF3C
1191	EIF3G
1191	EIF3B
1191	EIF3I
1192	EIF3J
1192	EIF3B
1192	EIF3I
1193	EIF3G
1193	EIF3J
1193	EIF3B
1193	EIF3I
1193	EIF3A
1194	NFYA
1194	NFYB
1194	NFYC
1195	NFYA
1195	NFYB
1195	C1QBP
1195	NFYC
1196	ADRB1
1196	PRKAR2A
1196	AKAP5
1196	DLG1
1197	VCP
1197	SVIP
1197	DERL1
1198	VCP
1198	DERL1
1198	AMFR
1199	VCP
1199	VIMP
1199	DERL1
1200	VCP
1200	VIMP
1200	DERL2
1201	VCP
1201	SYVN1
1201	VIMP
1201	DERL1
1201	DERL2
1201	SEL1L
1202	RB1
1202	E2F4
1203	CDK4
1203	CCND3
1203	CDK6
1204	CDK4
1204	CCND3
1204	CDKN1A
1204	CDK6
1205	CDK4
1205	CCND2
1205	SERTAD1
1206	SUV39H1
1206	DNMT1
1206	RBL2
1206	HDAC1
1206	E2F5
1206	E2F4
1207	SUV39H1
1207	RBL2
1207	EP300
1207	HDAC1
1207	E2F5
1207	E2F4
1208	CCNA2
1208	RBL1
1208	E2F1
1209	TFAP2A
1209	RB1
1210	CTCF
1210	SET
1211	NPM1
1211	CTCF
1212	CCNE1
1212	RBL1
1212	E2F4
1213	RBL2
1213	E2F4
1214	SRF
1214	ELK1
1214	ELK3
1215	AP1G1
1215	FURIN
1215	PACS1
1216	EGFR
1216	CBLB
1216	SH3KBP1
1217	XRCC6
1217	XRCC5
1217	PRKDC
1217	MDC1
1218	ACTN1
1218	CDH1
1218	SRC
1218	JUP
1218	VCL
1218	CTNNB1
1218	PXN
1218	BCAR1
1218	PKD1
1218	PTK2
1218	TLN1
1219	JAK2
1219	PTAFR
1219	TYK2
1220	PARP1
1220	XRCC6
1220	XRCC5
1220	PRKDC
1220	NCOA6
1221	EIF2S1
1221	XRCC6
1221	XRCC5
1221	EIF2S2
1221	EIF2S3
1221	PRKDC
1221	ILF2
1221	ILF3
1222	SMARCA2
1222	MECP2
1222	HDAC1
1222	SMARCE1
1222	SIN3A
1223	YWHAQ
1223	CALM1
1223	CAL
1223	CABIN1
1224	EPHA2
1224	EFNB1
1224	TIAM1
1225	NFKBIE
1225	KPNA3
1225	CHUK
1225	NFKB1
1225	NFKBIA
1225	NFKB2
1225	RELB
1225	RELA
1225	REL
1225	NFKBIB
1225	TNIP2
1225	IKBKG
1226	IKBKB
1226	SEC16A
1226	CHUK
1226	USP2
1226	NFKB2
1226	RELA
1226	REL
1226	FBXW7
1226	MAP3K14
1226	IKBKG
1227	KDM6A
1227	WDR5
1227	NCOA6
1227	KDM6B
1227	PAXIP1
1227	KMT2C
1227	PAGR1
1227	DPY30
1227	ASH2L
1227	KMT2B
1228	PPP6C
1228	ANKRD28
1228	CHUK
1228	PPP6R2
1228	SKP1
1228	NFKB2
1228	RELA
1228	REL
1228	CUL1
1228	IKBKE
1228	PPP6R1
1228	BTRC
1229	NBN
1229	MRE11A
1229	BLM
1229	TP53BP1
1229	PAXIP1
1229	RAD50
1230	RARA
1230	RXRA
1230	CREBBP
1231	HSP90AA1
1231	HSP90AB1
1231	YWHAQ
1231	YWHAB
1231	HSPA4
1231	YWHAG
1231	YWHAE
1231	YWHAZ
1231	YWHAH
1231	MAP2K5
1231	CDC37
1231	TRAF7
1231	MARK2
1231	MAP3K3
1231	PDRG1
1231	PFDN2
1232	PSMA1
1232	PSMA2
1232	PSMA6
1232	UBE3A
1232	UBQLN2
1232	UBQLN1
1233	TRAF2
1233	TRAF3
1233	TANK
1234	RAF1
1234	PPP2R1A
1234	PPP2CB
1234	PPP2R2A
1234	PIN1
1235	TBKBP1
1235	HSP90AA1
1235	HSP90AB1
1235	TRAF2
1235	CDC37
1235	TANK
1235	AZI2
1235	TBK1
1236	PEX1
1236	PEX6
1236	PEX26
1237	CS
1237	TAB1
1237	TAB2
1238	CALR
1239	CHUK
1239	RELA
1239	IQGAP2
1239	TNIP2
1239	AKAP8L
1240	MAP2K1
1240	LAMTOR3
1240	LAMTOR2
1241	CSNK2A2
1241	CSNK2B
1242	CSNK2B
1242	CSNK2A1
1243	MAPK1
1243	LAMTOR3
1243	LAMTOR2
1244	MAP3K8
1244	PAPOLA
1244	RELA
1244	REL
1244	TNIP2
1245	RPA2
1245	RPA1
1245	RPA3
1246	NFKBIE
1246	CHUK
1246	SPAG9
1246	NFKB1
1246	NFKBIA
1246	COPB2
1246	NFKB2
1246	RELA
1246	REL
1246	TNIP1
1246	TNIP2
1246	IKBKG
1247	XRCC6
1247	XRCC5
1247	RPA2
1247	RPA1
1247	TP53BP1
1248	DDX3X
1248	CHUK
1248	NFKB1
1248	NFKBIA
1248	MAP3K8
1248	RPS13
1248	RPL30
1248	GTF2I
1248	NFKB2
1248	RELB
1248	RPL6
1248	RELA
1248	REL
1248	NFKBIB
1248	TNIP2
1248	GLG1
1248	IKBKG
1249	IKBKB
1249	CHUK
1249	CD3EAP
1249	POLR1A
1249	NFKB1
1249	MCC
1249	LRPPRC
1249	MTIF2
1249	KPNA2
1249	POLR2H
1249	POLR2L
1249	SKP1
1249	NFKB2
1249	RELA
1249	REL
1249	IQGAP2
1249	CUL1
1249	NFKBIB
1249	PDCD2
1249	POLR1E
1249	POLR1B
1249	RASAL2
1249	FBXW11
1249	POLR1D
1249	IKBKG
1250	IKBKB
1250	HSP90AA1
1250	HSP90AB1
1250	CDC37
1250	CCAR2
1251	PARP1
1251	XRCC6
1251	XRCC5
1251	WRN
1252	SMC2
1252	SMC4
1253	SMC1A
1253	SMC3
1254	XRCC1
1254	LIG3
1254	PNKP
1254	TDP1
1255	DPM1
1255	DPM2
1255	DPM3
1256	ORC4
1256	XRCC6
1256	XRCC5
1256	ORC2
1256	ORC3
1256	ORC6
1257	EIF4E
1257	EIF4A1
1257	EIF4G1
1257	MKNK1
1258	TCF4
1258	CTNNB1
1258	SUMO1
1258	EP300
1258	HDAC6
1259	TCF4
1259	CTNNB1
1259	EP300
1260	TCF4
1260	CTNNB1
1261	TCF4
1261	CTNNB1
1261	CREBBP
1262	IKBKB
1262	CHUK
1262	HSP90AA1
1262	HSP90AB1
1262	FBL
1262	RPL4
1262	RPS13
1262	RPS11
1262	RPL30
1262	RPL8
1262	RPL6
1262	CDC37
1262	MAP3K14
1262	IKBKG
1263	VHL
1263	TCEB1
1263	TCEB2
1263	USP33
1264	MAP3K7
1264	HSP90AA1
1264	HSP90AB1
1264	FKBP5
1264	TAB1
1264	CDC37
1264	TAB3
1264	TAB2
1265	HSP90AA1
1265	HSP90AB1
1265	FKBP5
1265	IKBKE
1265	CDC37
1265	KTN1
1266	VHL
1266	TCEB1
1266	TCEB2
1267	PSMC3
1267	VHL
1267	HIF1A
1268	ARHGAP10
1268	CTNNA1
1269	OS9
1269	HIF1A
1269	EGLN1
1270	OS9
1270	HIF1A
1270	EGLN3
1271	PLIN3
1271	IGF2R
1271	RAB9A
1272	CDH1
1272	CTNNB1
1273	SRC
1273	BCAR1
1273	PTK2
1274	TSEN54
1274	TSEN2
1274	TSEN15
1274	CLP1
1274	TSEN34
1275	TSEN54
1275	TSEN2
1275	CLP1
1276	CHUK
1276	HSP90AB1
1276	FKBP5
1276	NFKBIB
1276	CDC37
1277	CHUK
1277	HSP90AA1
1277	HSP90AB1
1277	TXLNA
1277	NFKBIB
1277	CDC37
1277	ATG16L1
1277	CCAR1
1277	TBK1
1277	IKBKG
1278	TP53
1278	XRCC6
1278	BARD1
1279	ETS2
1279	SMARCA4
1279	SMARCB1
1280	HTRA2
1280	LATS1
1280	XIAP
1281	PXN
1281	CTTN
1281	ASAP1
1282	CDH1
1282	CKS1B
1283	CDH1
1283	SKP2
1284	TP53
1284	YY1
1284	MDM2
1285	DOCK1
1285	ELMO1
1286	ELMO1
1286	DOCK2
1287	RAC1
1287	DOCK1
1287	ELMO1
1288	CRK
1288	DOCK1
1288	ELMO1
1289	FXR1
1289	AGO2
1290	CDC27
1290	CDC16
1290	ANAPC7
1291	POLR2A
1291	GTF2F1
1291	HNRNPU
1292	THRB
1292	RXRB
1293	ATM
1294	ERAP2
1294	ERAP1
1295	GCA
1295	SRI
1296	SRI
1297	TACC2
1297	KAT2B
1297	TACC3
1298	EGR1
1298	EP300
1299	EIF6
1299	RPL7A
1299	TARBP2
1299	MOV10
1299	AGO2
1299	DICER1
1300	RPLP1
1300	RPLP2
1300	RPL35A
1300	RPL7
1300	RPL13
1300	RPL12
1300	RPL21
1300	RPL28
1300	RPL34
1300	RPL14
1300	EIF6
1300	RPL15
1300	RPL27
1300	RPL37A
1300	RPL7A
1300	RPL30
1300	RPL10A
1300	RPL32
1300	RPL11
1300	RPL19
1300	RPL18A
1300	MOV10
1300	RSL24D1
1300	DICER1
1300	RPL36
1301	TARBP2
1301	AGO2
1301	DICER1
1302	ARNT
1302	HIF1A
1303	DDIT3
1303	TRIB3
1304	RAG1
1304	RAG2
1305	SYNCRIP
1305	GAPDH
1305	EPRS
1305	RPL13A
1306	TAF4
1306	MGAM
1306	E2F6
1306	TAF1
1306	HSPA4
1306	TAF6
1306	HCFC1
1306	WDR5
1306	KMT2A
1306	KDM6B
1306	TAF7
1306	TAF9
1306	INO80C
1306	KANSL1
1306	BAP18
1306	PELP1
1306	PRPF31
1306	MCRS1
1306	RNF2
1306	PHF20
1306	SENP3
1306	KAT8
1306	CHD8
1306	TEX10
1306	ASH2L
1306	RUVBL1
1306	LAS1L
1307	SERPINA1
1307	ELANE
1308	SERPINA3
1308	CTSG
1309	SERPINA1
1309	CTSG
1310	BRCA1
1310	BRCC3
1310	BRCA2
1310	RAD51
1310	BRE
1311	KIF5B
1311	PLEKHM2
1312	NGF
1312	NTRK1
1313	NGFR
1313	NTF3
1314	GRIN1
1314	TIAM1
1315	S1PR1
1315	HTR1D
1316	HTR1D
1317	HTR1A
1317	HTR1D
1318	HTR1B
1319	HTR1A
1319	HTR1B
1320	HTR1D
1320	HTR1B
1321	GABBR2
1321	HTR1A
1322	HTR1A
1322	GPR26
1323	HTR1A
1323	S1PR3
1324	HTR1A
1325	HTR1A
1325	S1PR1
1326	PARK2
1326	HSPA1A
1326	HSPA4
1326	BAG5
1327	NGF
1327	NGFR
1328	HDAC3
1328	ANKRD11
1329	RAD21
1329	SMC1A
1329	PDS5A
1329	CDCA5
1329	PDS5B
1329	SMC3
1330	NRG1
1330	IKZF4
1331	EPOR
1332	CRK
1332	RAPGEF1
1333	EPO
1333	EPOR
1334	DEK
1334	RNPS1
1334	ALYREF
1334	SRRM1
1334	RBM8A
1335	MED19
1335	MED7
1335	MED14
1335	OPA1
1335	MED24
1335	MED6
1335	MED26
1335	MED21
1335	MED22
1335	MED1
1335	MED27
1335	MED13L
1335	MED25
1335	MED8
1335	MED30
1335	MED15
1335	MED10
1335	MED18
1335	MED20
1335	MED4
1335	MED17
1335	MED29
1335	MED11
1335	MED13
1335	MED23
1335	MED16
1335	MED31
1336	MED18
1336	MED20
1336	MED29
1337	NFKB1
1337	RELA
1338	NFKB1
1338	RELA
1338	NCOA1
1339	NFKB1
1339	NFKBIA
1339	RELA
1340	NFKBIE
1340	RELA
1340	REL
1341	RELA
1341	REL
1341	NFKBIB
1342	NFKBIA
1342	RELA
1342	REL
1343	FAS
1343	FADD
1343	CASP8
1344	NFKBIA
1344	RELA
1344	COMMD1
1345	ILK
1345	ARHGEF6
1345	PARVB
1346	ARHGEF6
1346	PARVB
1347	EED
1347	YY1
1347	EZH2
1348	CBX4
1348	BMI1
1348	PHC1
1348	RING1
1349	BMI1
1349	PHC1
1349	PHC2
1350	EED
1350	EZH2
1351	BCL2
1351	CALM1
1351	CAL
1351	FKBP8
1352	TRAF2
1352	BIRC2
1353	LTBR
1354	TNFRSF1A
1354	TRAF2
1354	BIRC2
1354	TRADD
1355	PARD3
1355	PARD6A
1355	PLCB1
1356	PLCB3
1356	PARD3
1356	PARD6A
1357	TRAF2
1357	TRADD
1358	TRAF2
1358	FADD
1358	TRADD
1359	CCNB2
1359	CDK1
1360	CDK1
1360	CCNB1
1361	CDK1
1361	PCNA
1361	CCNB1
1361	GADD45A
1362	GADD45B
1362	CDK1
1362	PCNA
1362	CCNB1
1363	GADD45G
1363	CDK1
1363	PCNA
1363	CCNB1
1364	IL12A
1364	IL12B
1365	IL12B
1366	CDK1
1366	CCNB1
1366	CCNF
1367	CDK1
1367	CCNB1
1367	PTCH1
1368	CCNA2
1368	CDK2
1369	CDK1
1369	CCNA2
1370	CDC42
1370	PARD6B
1371	CDK1
1371	CCNA2
1371	CDK2
1372	CCNE1
1372	CDK2
1373	SOCS3
1373	JAK1
1373	IL6ST
1373	LMO4
1373	PTPN11
1374	STAT1
1374	CREBBP
1375	NR5A2
1375	NR0B2
1376	CNTF
1376	CNTFR
1376	IL6ST
1376	LIFR
1377	LIF
1377	IL6ST
1377	LIFR
1378	MYBL2
1378	RBL1
1378	RBBP4
1378	LIN52
1378	LIN9
1378	LIN54
1378	LIN37
1379	RBBP4
1379	LIN52
1379	LIN9
1379	LIN54
1379	LIN37
1380	RBL2
1380	RBBP4
1380	E2F4
1380	LIN52
1380	LIN9
1380	LIN54
1380	LIN37
1381	MYH9
1381	EMD
1381	ACTB
1381	MYO1E
1381	SPTAN1
1381	CNN3
1381	LMO7
1381	SIKE1
1382	EMD
1382	ACTB
1382	NMI
1382	SPTAN1
1383	EMD
1383	ACTB
1383	NMI
1384	LMNA
1384	LMNB1
1384	EMD
1384	ACTB
1384	NMI
1384	SPTAN1
1385	HDAC3
1385	BANF1
1385	RBL1
1385	EMD
1385	ACTB
1385	HIST1H3A
1385	HIST1H1A
1385	HDAC1
1385	LMO7
1386	LMNA
1386	RB1
1386	LMNB1
1386	MCM4
1386	MCM2
1386	EMD
1386	HIST1H3A
1386	HNRNPU
1386	HIST1H1A
1386	C1QBP
1386	RBL2
1386	NMI
1386	MCM6
1386	SAP130
1386	BANF2
1387	BANF1
1387	ZRANB2
1387	LSM8
1387	SSB
1387	LMNB1
1387	YWHAB
1387	EMD
1387	ACTB
1387	HNRNPK
1387	YWHAE
1387	SNRPD1
1387	G3BP1
1387	CDC37
1387	SAP130
1387	BCCIP
1387	LSM2
1388	SAP18
1388	HDAC3
1388	LMNB1
1388	RBL1
1388	EMD
1388	ACTB
1388	HIST1H3A
1388	RBL2
1388	SMARCB1
1388	TRIM28
1388	NMI
1388	HDAC1
1388	SPTAN1
1388	CHD4
1388	SMARCC2
1388	SMARCC1
1388	TBL1Y
1388	TBL1XR1
1388	DPY30
1388	BANF2
1388	MED4
1388	RCOR1
1389	DDX39A
1389	LSM8
1389	THRA
1389	CKB
1389	HNRNPL
1389	LMNB1
1389	YWHAQ
1389	IQGAP1
1389	EMD
1389	HDGF
1389	ACTB
1389	HNRNPK
1389	YWHAE
1389	SNRPD1
1389	HNRNPU
1389	HIST1H1A
1389	C1QBP
1389	RBL2
1389	ILF3
1389	NMI
1389	PDCD4
1389	API5
1389	LEMD3
1390	HSP90AA1
1390	CDKN1A
1390	FKBPL
1391	FYN
1391	DLG4
1391	GRIN2A
1392	PTTG1
1392	ESPL1
1393	CDK1
1393	ESPL1
1394	NRP1
1394	FARP2
1394	PLXNA1
1395	NRP1
1395	PLXNA2
1395	FARP2
1396	NRP1
1396	FARP2
1396	PLXNA3
1397	NRP1
1397	FARP2
1397	PLXNA4
1398	SEMA4A
1398	PLXND1
1399	ACTN4
1399	LRRC7
1399	CAMK2A
1400	RB1
1400	E2F1
1400	CEBPE
1401	NRP1
1401	PLXND1
1402	NRP1
1402	SEMA3C
1402	PLXND1
1403	PLXNC1
1403	SEMA7A
1404	PLXNB1
1404	SEMA4D
